,Country,Continent/Region,Year,Code,Expenditure,Regime
303,Benin,West Africa,1999,BEN,1.921939969,Electoral Democracy
304,Benin,West Africa,2000,BEN,2.113660097,Electoral Democracy
305,Benin,West Africa,2001,BEN,2.365099907,Electoral Democracy
306,Benin,West Africa,2002,BEN,2.159490108,Electoral Democracy
307,Benin,West Africa,2003,BEN,2.283159971,Electoral Democracy
308,Benin,West Africa,2004,BEN,2.566900015,Electoral Democracy
309,Benin,West Africa,2005,BEN,2.656680107,Electoral Democracy
310,Benin,West Africa,2006,BEN,2.56340003,Electoral Democracy
311,Benin,West Africa,2007,BEN,2.363310099,Electoral Democracy
312,Benin,West Africa,2008,BEN,2.777280092,Electoral Democracy
313,Benin,West Africa,2009,BEN,3.089270115,Electoral Democracy
314,Benin,West Africa,2010,BEN,3.679970026,Electoral Democracy
315,Benin,West Africa,2012,BEN,3.562020063,Electoral Democracy
318,Benin,West Africa,2015,BEN,3.17298007,Electoral Democracy
319,Benin,West Africa,2016,BEN,2.899100065,Electoral Democracy
320,Benin,West Africa,2017,BEN,3.535589933,Electoral Democracy
321,Benin,West Africa,2018,BEN,2.933969975,Electoral Democracy
336,Botswana,Southern Africa,1971,BWA,4.387239933,Electoral Democracy
337,Botswana,Southern Africa,1972,BWA,3.906389952,Electoral Democracy
338,Botswana,Southern Africa,1973,BWA,3.262789965,Electoral Democracy
339,Botswana,Southern Africa,1974,BWA,3.674240112,Electoral Democracy
340,Botswana,Southern Africa,1975,BWA,5.649429798,Electoral Democracy
341,Botswana,Southern Africa,1976,BWA,6.063960075,Electoral Democracy
342,Botswana,Southern Africa,1977,BWA,5.40031004,Electoral Democracy
343,Botswana,Southern Africa,1978,BWA,5.952139854,Electoral Democracy
344,Botswana,Southern Africa,1979,BWA,6.141729832,Electoral Democracy
345,Botswana,Southern Africa,1980,BWA,5.46931982,Electoral Democracy
346,Botswana,Southern Africa,1983,BWA,5.552269936,Electoral Democracy
347,Botswana,Southern Africa,1984,BWA,5.551660061,Electoral Democracy
348,Botswana,Southern Africa,1985,BWA,5.650720119,Electoral Democracy
349,Botswana,Southern Africa,1986,BWA,5.185929775,Electoral Democracy
350,Botswana,Southern Africa,1987,BWA,6.117730141,Electoral Democracy
351,Botswana,Southern Africa,1988,BWA,6.151110172,Electoral Democracy
352,Botswana,Southern Africa,1990,BWA,5.739630222,Electoral Democracy
353,Botswana,Southern Africa,1992,BWA,6.840610027,Electoral Democracy
407,Burkina Faso,West Africa,2005,BFA,3.941139936,Electoral Democracy
408,Burkina Faso,West Africa,2006,BFA,3.982189894,Electoral Democracy
409,Burkina Faso,West Africa,2007,BFA,4.07983017,Electoral Democracy
410,Burkina Faso,West Africa,2010,BFA,3.502229929,Electoral Democracy
411,Burkina Faso,West Africa,2011,BFA,3.985150099,Electoral Democracy
412,Burkina Faso,West Africa,2012,BFA,3.603159904,Electoral Democracy
413,Burkina Faso,West Africa,2013,BFA,4.083439827,Electoral Democracy
414,Burkina Faso,West Africa,2014,BFA,4.053299904,Electoral Democracy
416,Burkina Faso,West Africa,2017,BFA,5.603469849,Electoral Democracy
417,Burkina Faso,West Africa,2018,BFA,5.383790016,Electoral Democracy
522,Cape Verde,West Africa,1998,CPV,6.391769886,Electoral Democracy
523,Cape Verde,West Africa,1999,CPV,6.801680088,Electoral Democracy
524,Cape Verde,West Africa,2002,CPV,7.876820087,Electoral Democracy
525,Cape Verde,West Africa,2004,CPV,7.476640224,Electoral Democracy
526,Cape Verde,West Africa,2006,CPV,6.529600143,Electoral Democracy
527,Cape Verde,West Africa,2007,CPV,5.407549858,Electoral Democracy
528,Cape Verde,West Africa,2008,CPV,5.518000126,Electoral Democracy
529,Cape Verde,West Africa,2009,CPV,5.308959961,Electoral Democracy
530,Cape Verde,West Africa,2010,CPV,5.567289829,Electoral Democracy
531,Cape Verde,West Africa,2011,CPV,5.043610096,Electoral Democracy
532,Cape Verde,West Africa,2013,CPV,5.001440048,Electoral Democracy
533,Cape Verde,West Africa,2014,CPV,4.963870049,Electoral Democracy
534,Cape Verde,West Africa,2015,CPV,5.266910076,Electoral Democracy
535,Cape Verde,West Africa,2016,CPV,5.288790226,Electoral Democracy
536,Cape Verde,West Africa,2017,CPV,5.181749821,Electoral Democracy
739,Cote d'Ivoire,West Africa,2016,CIV,3.97232008,Electoral Democracy
740,Cote d'Ivoire,West Africa,2017,CIV,3.80347991,Electoral Democracy
741,Cote d'Ivoire,West Africa,2018,CIV,3.256030083,Electoral Democracy
1177,Gambia,West Africa,2018,GMB,2.420300007,Electoral Democracy
1220,Ghana,West Africa,1980,GHA,2.707770109,Electoral Democracy
1226,Ghana,West Africa,1999,GHA,4.110370159,Electoral Democracy
1227,Ghana,West Africa,2001,GHA,5.354440212,Electoral Democracy
1239,Ghana,West Africa,2015,GHA,4.510890007,Electoral Democracy
1240,Ghana,West Africa,2016,GHA,4.486830235,Electoral Democracy
1793,Kenya,East Africa,2014,KEN,5.280210018,Electoral Democracy
1794,Kenya,East Africa,2015,KEN,5.271339893,Electoral Democracy
1795,Kenya,East Africa,2016,KEN,5.362669945,Electoral Democracy
1915,Lesotho,Southern Africa,2002,LSO,10.10044956,Electoral Democracy
1916,Lesotho,Southern Africa,2003,LSO,13.21957016,Electoral Democracy
1917,Lesotho,Southern Africa,2004,LSO,11.10900974,Electoral Democracy
1918,Lesotho,Southern Africa,2005,LSO,12.07966042,Electoral Democracy
1919,Lesotho,Southern Africa,2006,LSO,11.27128029,Electoral Democracy
1920,Lesotho,Southern Africa,2008,LSO,12.08349991,Electoral Democracy
1921,Lesotho,Southern Africa,2017,LSO,7.963319778,Electoral Democracy
1922,Lesotho,Southern Africa,2018,LSO,6.985189915,Electoral Democracy
1923,Liberia,West Africa,2008,LBR,1.701660037,Electoral Democracy
1924,Liberia,West Africa,2012,LBR,1.777119994,Electoral Democracy
1925,Liberia,West Africa,2013,LBR,1.734660029,Electoral Democracy
1926,Liberia,West Africa,2014,LBR,2.279099941,Electoral Democracy
1927,Liberia,West Africa,2017,LBR,2.76128006,Electoral Democracy
1928,Liberia,West Africa,2018,LBR,2.584120035,Electoral Democracy
1989,Madagascar,Southern Africa,1997,MDG,1.538460016,Electoral Democracy
1990,Madagascar,Southern Africa,1998,MDG,1.588790059,Electoral Democracy
1991,Madagascar,Southern Africa,1999,MDG,2.405009985,Electoral Democracy
1992,Madagascar,Southern Africa,2000,MDG,2.438689947,Electoral Democracy
2000,Madagascar,Southern Africa,2008,MDG,2.554339886,Electoral Democracy
2020,Malawi,Southern Africa,1995,MWI,4.008850098,Electoral Democracy
2021,Malawi,Southern Africa,1996,MWI,5.381259918,Electoral Democracy
2022,Malawi,Southern Africa,1999,MWI,4.994909763,Electoral Democracy
2026,Malawi,Southern Africa,2010,MWI,3.539799929,Electoral Democracy
2027,Malawi,Southern Africa,2011,MWI,4.152619839,Electoral Democracy
2028,Malawi,Southern Africa,2013,MWI,5.41617012,Electoral Democracy
2029,Malawi,Southern Africa,2014,MWI,4.839839935,Electoral Democracy
2030,Malawi,Southern Africa,2015,MWI,5.608660221,Electoral Democracy
2031,Malawi,Southern Africa,2016,MWI,4.748569965,Electoral Democracy
2032,Malawi,Southern Africa,2017,MWI,4.031330109,Electoral Democracy
2033,Malawi,Southern Africa,2018,MWI,4.714839935,Electoral Democracy
2089,Mali,West Africa,1998,MLI,2.649590015,Electoral Democracy
2090,Mali,West Africa,1999,MLI,2.231839895,Electoral Democracy
2091,Mali,West Africa,2000,MLI,2.971560001,Electoral Democracy
2092,Mali,West Africa,2001,MLI,2.658449888,Electoral Democracy
2093,Mali,West Africa,2002,MLI,2.896229982,Electoral Democracy
2094,Mali,West Africa,2003,MLI,3.805599928,Electoral Democracy
2095,Mali,West Africa,2004,MLI,3.859220028,Electoral Democracy
2096,Mali,West Africa,2005,MLI,3.52218008,Electoral Democracy
2097,Mali,West Africa,2008,MLI,3.403559923,Electoral Democracy
2098,Mali,West Africa,2009,MLI,3.869040012,Electoral Democracy
2099,Mali,West Africa,2010,MLI,3.343889952,Electoral Democracy
2100,Mali,West Africa,2011,MLI,3.754230022,Electoral Democracy
2103,Mali,West Africa,2014,MLI,3.648070097,Electoral Democracy
2104,Mali,West Africa,2015,MLI,3.801500082,Electoral Democracy
2105,Mali,West Africa,2016,MLI,3.096090078,Electoral Democracy
2106,Mali,West Africa,2017,MLI,3.787309885,Electoral Democracy
2185,Mauritius,Southern Africa,2017,MUS,5.02312994,Electoral Democracy
2186,Mauritius,Southern Africa,2018,MUS,4.834589958,Electoral Democracy
2187,Mauritius,Southern Africa,2019,MUS,4.719349861,Electoral Democracy
2295,Namibia,Southern Africa,1999,NAM,7.217549801,Electoral Democracy
2296,Namibia,Southern Africa,2000,NAM,6.991390228,Electoral Democracy
2297,Namibia,Southern Africa,2001,NAM,7.047440052,Electoral Democracy
2298,Namibia,Southern Africa,2002,NAM,6.899199963,Electoral Democracy
2299,Namibia,Southern Africa,2003,NAM,6.274879932,Electoral Democracy
2300,Namibia,Southern Africa,2006,NAM,6.156459808,Electoral Democracy
2301,Namibia,Southern Africa,2008,NAM,6.483980179,Electoral Democracy
2302,Namibia,Southern Africa,2010,NAM,8.349610329,Electoral Democracy
2429,Niger,West Africa,1993,NER,2.049599886,Electoral Democracy
2430,Niger,West Africa,1994,NER,2.254689932,Electoral Democracy
2431,Niger,West Africa,1995,NER,2.318650007,Electoral Democracy
2434,Niger,West Africa,2000,NER,2.562649965,Electoral Democracy
2435,Niger,West Africa,2001,NER,2.281209946,Electoral Democracy
2436,Niger,West Africa,2002,NER,2.401629925,Electoral Democracy
2437,Niger,West Africa,2003,NER,1.936300039,Electoral Democracy
2438,Niger,West Africa,2006,NER,2.563410044,Electoral Democracy
2439,Niger,West Africa,2007,NER,3.03008008,Electoral Democracy
2440,Niger,West Africa,2008,NER,2.741290092,Electoral Democracy
2443,Niger,West Africa,2011,NER,3.102479935,Electoral Democracy
2444,Niger,West Africa,2012,NER,3.209389925,Electoral Democracy
2445,Niger,West Africa,2013,NER,3.714289904,Electoral Democracy
2446,Niger,West Africa,2014,NER,5.127449989,Electoral Democracy
2447,Niger,West Africa,2015,NER,4.494679928,Electoral Democracy
2448,Niger,West Africa,2016,NER,2.990449905,Electoral Democracy
2449,Niger,West Africa,2017,NER,2.581650019,Electoral Democracy
2450,Niger,West Africa,2018,NER,3.547209978,Electoral Democracy
2805,Sao Tome and Principe,Central Africa,2002,STP,2.720580101,Electoral Democracy
2806,Sao Tome and Principe,Central Africa,2003,STP,3.246929884,Electoral Democracy
2807,Sao Tome and Principe,Central Africa,2004,STP,3.234709978,Electoral Democracy
2808,Sao Tome and Principe,Central Africa,2005,STP,4.856450081,Electoral Democracy
2809,Sao Tome and Principe,Central Africa,2006,STP,4.271180153,Electoral Democracy
2810,Sao Tome and Principe,Central Africa,2007,STP,6.286829948,Electoral Democracy
2811,Sao Tome and Principe,Central Africa,2008,STP,5.554490089,Electoral Democracy
2812,Sao Tome and Principe,Central Africa,2009,STP,10.67790031,Electoral Democracy
2813,Sao Tome and Principe,Central Africa,2010,STP,9.651470184,Electoral Democracy
2814,Sao Tome and Principe,Central Africa,2012,STP,6.339509964,Electoral Democracy
2815,Sao Tome and Principe,Central Africa,2013,STP,5.939690113,Electoral Democracy
2816,Sao Tome and Principe,Central Africa,2014,STP,3.74883008,Electoral Democracy
2817,Sao Tome and Principe,Central Africa,2015,STP,3.864500046,Electoral Democracy
2818,Sao Tome and Principe,Central Africa,2016,STP,5.173069954,Electoral Democracy
2819,Sao Tome and Principe,Central Africa,2017,STP,5.084159851,Electoral Democracy
2820,Sao Tome and Principe,Central Africa,2018,STP,5.149069786,Electoral Democracy
2843,Senegal,West Africa,1998,SEN,2.527940035,Electoral Democracy
2844,Senegal,West Africa,1999,SEN,2.48935008,Electoral Democracy
2845,Senegal,West Africa,2000,SEN,2.494119883,Electoral Democracy
2846,Senegal,West Africa,2001,SEN,2.602489948,Electoral Democracy
2847,Senegal,West Africa,2002,SEN,2.679320097,Electoral Democracy
2848,Senegal,West Africa,2003,SEN,2.772109985,Electoral Democracy
2849,Senegal,West Africa,2004,SEN,3.044879913,Electoral Democracy
2850,Senegal,West Africa,2005,SEN,4.057730198,Electoral Democracy
2851,Senegal,West Africa,2006,SEN,3.769680023,Electoral Democracy
2852,Senegal,West Africa,2008,SEN,3.986789942,Electoral Democracy
2853,Senegal,West Africa,2009,SEN,4.870130062,Electoral Democracy
2854,Senegal,West Africa,2010,SEN,5.182519913,Electoral Democracy
2855,Senegal,West Africa,2011,SEN,4.878950119,Electoral Democracy
2856,Senegal,West Africa,2012,SEN,4.733160019,Electoral Democracy
2857,Senegal,West Africa,2013,SEN,5.672500134,Electoral Democracy
2858,Senegal,West Africa,2014,SEN,5.720210075,Electoral Democracy
2859,Senegal,West Africa,2015,SEN,5.45637989,Electoral Democracy
2860,Senegal,West Africa,2016,SEN,5.113090038,Electoral Democracy
2861,Senegal,West Africa,2017,SEN,4.624969959,Electoral Democracy
2862,Senegal,West Africa,2018,SEN,4.833280087,Electoral Democracy
2897,Seychelles,East Africa,2016,SYC,4.421020031,Electoral Democracy
2901,Sierra Leone,West Africa,2003,SLE,3.260610104,Electoral Democracy
2902,Sierra Leone,West Africa,2004,SLE,3.107130051,Electoral Democracy
2903,Sierra Leone,West Africa,2005,SLE,2.796979904,Electoral Democracy
2904,Sierra Leone,West Africa,2007,SLE,2.558510065,Electoral Democracy
2905,Sierra Leone,West Africa,2008,SLE,2.413170099,Electoral Democracy
2906,Sierra Leone,West Africa,2009,SLE,2.778140068,Electoral Democracy
2907,Sierra Leone,West Africa,2010,SLE,2.588639975,Electoral Democracy
2908,Sierra Leone,West Africa,2011,SLE,2.668900013,Electoral Democracy
2909,Sierra Leone,West Africa,2012,SLE,2.872040033,Electoral Democracy
2910,Sierra Leone,West Africa,2013,SLE,2.379810095,Electoral Democracy
2911,Sierra Leone,West Africa,2014,SLE,2.662919998,Electoral Democracy
2912,Sierra Leone,West Africa,2016,SLE,3.060230017,Electoral Democracy
2913,Sierra Leone,West Africa,2017,SLE,4.635769844,Electoral Democracy
2914,Sierra Leone,West Africa,2018,SLE,6.989630222,Electoral Democracy
2915,Sierra Leone,West Africa,2019,SLE,7.702280045,Electoral Democracy
3020,South Africa,Southern Africa,2015,ZAF,5.956190109,Electoral Democracy
3021,South Africa,Southern Africa,2016,ZAF,5.942850113,Electoral Democracy
3022,South Africa,Southern Africa,2017,ZAF,6.113059998,Electoral Democracy
3023,South Africa,Southern Africa,2018,ZAF,6.158989906,Electoral Democracy
3024,South Africa,Southern Africa,2019,ZAF,6.505050182,Electoral Democracy
3252,Tanzania,East Africa ,1996,TZA,2.53283,Electoral Democracy
3253,Tanzania,East Africa ,1997,TZA,2.458590031,Electoral Democracy
3254,Tanzania,East Africa ,1998,TZA,2.175909996,Electoral Democracy
3387,Tunisia,North Africa,2012,TUN,6.250370026,Electoral Democracy
3388,Tunisia,North Africa,2015,TUN,6.596010208,Electoral Democracy
3585,Zambia,Southern Africa,1994,ZMB,1.793519974,Electoral Democracy
3586,Zambia,Southern Africa,1995,ZMB,1.838529944,Electoral Democracy
3589,Zambia,Southern Africa,2000,ZMB,1.788190007,Electoral Democracy
3590,Zambia,Southern Africa,2004,ZMB,2.463429928,Electoral Democracy
3591,Zambia,Southern Africa,2005,ZMB,1.735530019,Electoral Democracy
3592,Zambia,Southern Africa,2007,ZMB,1.240759969,Electoral Democracy
3593,Zambia,Southern Africa,2008,ZMB,1.099720001,Electoral Democracy
1052,Fiji,Oceania,1979,FJI,5.197609901,Electoral Democracy
1053,Fiji,Oceania,1981,FJI,5.820109844,Electoral Democracy
1054,Fiji,Oceania,1983,FJI,6.486690044,Electoral Democracy
1056,Fiji,Oceania,1998,FJI,5.512619972,Electoral Democracy
1057,Fiji,Oceania,1999,FJI,5.153510094,Electoral Democracy
1060,Fiji,Oceania,2002,FJI,6.24382019,Electoral Democracy
1061,Fiji,Oceania,2004,FJI,6.164929867,Electoral Democracy
1062,Fiji,Oceania,2005,FJI,5.121970177,Electoral Democracy
2369,New Zealand,Oceania,1973,NZL,4.753230095,Liberal Democracy
2370,New Zealand,Oceania,1974,NZL,4.746799946,Liberal Democracy
2371,New Zealand,Oceania,1975,NZL,5.16753006,Liberal Democracy
2372,New Zealand,Oceania,1976,NZL,5.454740047,Liberal Democracy
2373,New Zealand,Oceania,1977,NZL,4.452670097,Liberal Democracy
2374,New Zealand,Oceania,1978,NZL,4.532529831,Liberal Democracy
2375,New Zealand,Oceania,1979,NZL,4.46765995,Liberal Democracy
2376,New Zealand,Oceania,1980,NZL,4.232649803,Liberal Democracy
2377,New Zealand,Oceania,1981,NZL,4.44054985,Liberal Democracy
2378,New Zealand,Oceania,1982,NZL,4.532700062,Liberal Democracy
2379,New Zealand,Oceania,1984,NZL,4.045680046,Liberal Democracy
2380,New Zealand,Oceania,1985,NZL,3.546299934,Liberal Democracy
2381,New Zealand,Oceania,1986,NZL,3.430310011,Liberal Democracy
2382,New Zealand,Oceania,1987,NZL,3.917390108,Liberal Democracy
2383,New Zealand,Oceania,1988,NZL,4.425859928,Liberal Democracy
2384,New Zealand,Oceania,1989,NZL,4.818240166,Liberal Democracy
2385,New Zealand,Oceania,1994,NZL,5.926050186,Liberal Democracy
2386,New Zealand,Oceania,1995,NZL,5.742129803,Liberal Democracy
2387,New Zealand,Oceania,1996,NZL,6.383719921,Liberal Democracy
2388,New Zealand,Oceania,1997,NZL,6.157219887,Liberal Democracy
2389,New Zealand,Oceania,1999,NZL,6.636209965,Liberal Democracy
2390,New Zealand,Oceania,2001,NZL,6.560490131,Liberal Democracy
2391,New Zealand,Oceania,2002,NZL,6.406990051,Liberal Democracy
1127,France,West Europe,1984,FRA,4.867539883,Liberal Democracy
1128,France,West Europe,1985,FRA,4.851570129,Liberal Democracy
1129,France,West Europe,1986,FRA,4.707950115,Liberal Democracy
1130,France,West Europe,1987,FRA,4.623439789,Liberal Democracy
1131,France,West Europe,1988,FRA,4.544720173,Liberal Democracy
1132,France,West Europe,1989,FRA,4.456399918,Liberal Democracy
1133,France,West Europe,1990,FRA,4.513939857,Liberal Democracy
1134,France,West Europe,1991,FRA,4.841300011,Liberal Democracy
1135,France,West Europe,1992,FRA,4.735390186,Liberal Democracy
1136,France,West Europe,1993,FRA,5.429590225,Liberal Democracy
1137,France,West Europe,1994,FRA,5.626430035,Liberal Democracy
1138,France,West Europe,1995,FRA,5.79073,Liberal Democracy
1139,France,West Europe,1996,FRA,5.756720066,Liberal Democracy
1140,France,West Europe,1998,FRA,5.687920094,Liberal Democracy
1141,France,West Europe,2017,FRA,5.451600075,Liberal Democracy
